DT. MOV;CD.OPER;OPERACAO;HIST. AUX; CONCIL.;ESPECIE;NR. DOC;CREDITO;DEBITO;DIFERENCA
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136977074918;0,01;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136977074918;;222,81;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136977074918;0,01;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136977074918;;222,81;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136977074918;0,01;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136977074918;;222,8;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1369770749220411;Sim;Adiantamento (saída cx.);LU-136977074922;322,76;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1369770749224679;Sim;Adiantamento (saída cx.);LU-136977074922;290,69;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136977074922;;373,88;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136977074922;41,44;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136977074922;;338,6;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136977074922;38,94;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1369870749246982;Sim;Adiantamento (saída cx.);LU-136987074924;292,93;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136987074924;;341,1;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136987074924;39,13;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1369870749275695;Sim;Adiantamento (saída cx.);LU-136987074927;885,36;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136987074927;;1.020,71;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136987074927;108,1;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1369970749356131;Sim;Adiantamento (saída cx.);LU-136997074935;183,03;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1369970749356131;Sim;Adiantamento (saída cx.);LU-136997074935;183,03;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1369970749356131;Sim;Adiantamento (saída cx.);LU-136997074935;183,02;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136997074935;;210,93;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136997074935;22,4;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136997074935;;210,93;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136997074935;22,4;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136997074935;;210,93;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-136997074935;22,4;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370070749432288;Sim;Adiantamento (saída cx.);LU-137007074943;522,45;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370070749435909;Sim;Adiantamento (saída cx.);LU-137007074943;315,27;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137007074943;;366,74;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137007074943;41,76;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  217 032   1;Sim;Adiantamento (saída cx.);LU-137007074943;;570,24;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370270749530729;Sim;Adiantamento (saída cx.);LU-137027074953;53,23;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  217 067   1;Sim;Adiantamento (saída cx.);LU-137027074953;;60,41;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370270749553383;Sim;Adiantamento (saída cx.);LU-137027074955;88,84;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137027074955;;107,58;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137027074955;15,87;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370370749570152;Sim;Adiantamento (saída cx.);LU-137037074957;1.178,98;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137037074957;;1.350,60;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137037074957;136,64;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370370749585199;Sim;Adiantamento (saída cx.);LU-137037074958;269,8;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370370749614399;Sim;Adiantamento (saída cx.);LU-137037074961;1.260,62;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370370749615850;Sim;Adiantamento (saída cx.);LU-137037074961;80,16;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137037074961;;1.447,59;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137037074961;148,9;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370570749660745;Sim;Adiantamento (saída cx.);LU-137057074966;17,47;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370570749660745;Sim;Adiantamento (saída cx.);LU-137057074966;17,47;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370570749660745;Sim;Adiantamento (saída cx.);LU-137057074966;17,47;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370570749660745;Sim;Adiantamento (saída cx.);LU-137057074966;17,48;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370570749660745;Sim;Adiantamento (saída cx.);LU-137057074966;17,47;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370570749660745;Sim;Adiantamento (saída cx.);LU-137057074966;17,47;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370570749660745;Sim;Adiantamento (saída cx.);LU-137057074966;17,47;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137057074966;;20,62;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137057074966;2,64;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137057074966;;20,62;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137057074966;2,64;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137057074966;;20,61;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137057074966;2,58;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137057074966;;20,62;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137057074966;2,64;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137057074966;;20,62;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137057074966;2,64;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137057074966;;20,62;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137057074966;2,64;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137057074966;;20,62;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137057074966;2,64;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370670749718954;Sim;Adiantamento (saída cx.);LU-137067074971;601,68;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  217 186   1;Sim;Adiantamento (saída cx.);LU-137067074971;;645,18;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;;89,4;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;9,21;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;;89,4;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;9,21;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;;89,4;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;9,21;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;;89,4;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;9,21;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;;89,4;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;9,21;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;;89,4;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;9,21;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;;89,4;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;9,21;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;;89,36;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;9,12;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;;89,4;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;9,21;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;;89,4;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074976;9,21;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370670749781879;Sim;Adiantamento (saída cx.);LU-137067074978;54,28;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370670749781879;Sim;Adiantamento (saída cx.);LU-137067074978;54,28;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370670749781879;Sim;Adiantamento (saída cx.);LU-137067074978;54,28;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370670749781879;Sim;Adiantamento (saída cx.);LU-137067074978;54,29;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370670749781879;Sim;Adiantamento (saída cx.);LU-137067074978;54,28;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370670749781879;Sim;Adiantamento (saída cx.);LU-137067074978;54,28;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370670749781879;Sim;Adiantamento (saída cx.);LU-137067074978;54,28;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370670749781879;Sim;Adiantamento (saída cx.);LU-137067074978;54,28;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370670749781879;Sim;Adiantamento (saída cx.);LU-137067074978;54,28;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370670749781879;Sim;Adiantamento (saída cx.);LU-137067074978;54,28;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370670749781879;Sim;Adiantamento (saída cx.);LU-137067074978;54,28;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370670749781879;Sim;Adiantamento (saída cx.);LU-137067074978;54,28;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;;62,42;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;6,52;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;;62,42;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;6,52;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;;62,42;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;6,52;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;;62,42;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;6,52;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;;62,42;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;6,52;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;;62,42;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;6,52;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;;62,42;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;6,52;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;;62,42;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;6,52;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;;62,42;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;6,52;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;;62,42;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;6,52;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;;62,42;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;6,52;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;;62,38;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137067074978;6,44;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370870749807184;Sim;Adiantamento (saída cx.);LU-137087074980;220,67;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074980;;113,24;
3/10/2024;1295;ENTRADA CREDEV DO CLIENTE;CLIENTE  2029470   DATA  25 09 2024;Não;Adiantamento (saída cx.);LU-137087074980;113,24;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  217 212   1;Sim;Adiantamento (saída cx.);LU-137087074980;;311,07;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370870749818918;Sim;Adiantamento (saída cx.);LU-137087074981;99,08;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074981;;120,05;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074981;17,66;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370870749849589;Sim;Adiantamento (saída cx.);LU-137087074984;307,25;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370870749886470;Sim;Adiantamento (saída cx.);LU-137087074988;50,1;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370870749886470;Sim;Adiantamento (saída cx.);LU-137087074988;50,1;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370870749886470;Sim;Adiantamento (saída cx.);LU-137087074988;50,1;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370870749886470;Sim;Adiantamento (saída cx.);LU-137087074988;50,1;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370870749886470;Sim;Adiantamento (saída cx.);LU-137087074988;50,1;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370870749886470;Sim;Adiantamento (saída cx.);LU-137087074988;50,15;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370870749886470;Sim;Adiantamento (saída cx.);LU-137087074988;50,1;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074988;;57,96;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074988;6,36;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074988;;57,96;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074988;6,36;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074988;;57,96;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074988;6,36;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074988;;57,96;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074988;6,36;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074988;;57,96;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074988;6,36;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074988;;57,96;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074988;6,36;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074988;;57,99;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074988;6,33;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370870749912653;Sim;Adiantamento (saída cx.);LU-137087074991;150,75;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1370870749912653;Sim;Adiantamento (saída cx.);LU-137087074991;150,74;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074991;;174,95;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074991;19,66;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074991;;174,95;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137087074991;19,65;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;;36,64;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;3,91;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;;36,64;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;3,91;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;;36,64;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;3,91;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;;36,64;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;3,91;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;;36,68;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;3,89;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;;36,64;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;3,91;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;;36,64;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;3,91;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;;36,64;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;3,91;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;;36,64;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;3,91;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;;36,64;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137097074993;3,91;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371070749983655;Sim;Adiantamento (saída cx.);LU-137107074998;48,8;;
3/10/2024;1326;BAIXA MARKETPLACE ADIANTAMENTO;FAT  217 326   1;Sim;Adiantamento (saída cx.);LU-137107074998;;51,92;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371070750001391;Sim;Adiantamento (saída cx.);LU-137107075000;232,35;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137107075000;;269,91;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137107075000;30,68;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371070750016665;Sim;Adiantamento (saída cx.);LU-137107075001;20,79;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371070750016665;Sim;Adiantamento (saída cx.);LU-137107075001;20,77;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371070750016665;Sim;Adiantamento (saída cx.);LU-137107075001;20,77;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371070750016665;Sim;Adiantamento (saída cx.);LU-137107075001;20,77;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137107075001;;129;
3/10/2024;1295;ENTRADA CREDEV DO CLIENTE;CLIENTE  2029528   DATA  26 09 2024;Não;Adiantamento (saída cx.);LU-137107075001;129;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137107075001;;24,97;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137107075001;3,57;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137107075001;;24,97;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137107075001;3,57;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137107075001;;24,97;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137107075001;3,57;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137107075001;;24,98;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137107075001;3,58;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371270750132324;Sim;Adiantamento (saída cx.);LU-137127075013;35,18;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371270750132324;Sim;Adiantamento (saída cx.);LU-137127075013;35,18;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371270750132324;Sim;Adiantamento (saída cx.);LU-137127075013;35,18;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371270750132324;Sim;Adiantamento (saída cx.);LU-137127075013;35,24;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371270750132324;Sim;Adiantamento (saída cx.);LU-137127075013;35,18;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371270750132324;Sim;Adiantamento (saída cx.);LU-137127075013;35,18;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371270750132324;Sim;Adiantamento (saída cx.);LU-137127075013;35,18;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371270750132324;Sim;Adiantamento (saída cx.);LU-137127075013;35,18;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371270750132324;Sim;Adiantamento (saída cx.);LU-137127075013;35,18;;
3/10/2024;1318;LIQUIDACAO DE MARKETPLACE;LU 1371270750132324;Sim;Adiantamento (saída cx.);LU-137127075013;35,18;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137127075013;;40,46;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137127075013;4,27;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137127075013;;40,46;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137127075013;4,27;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137127075013;;40,46;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137127075013;4,27;;
3/10/2024;1321;CANCELAMENTO MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137127075013;;40,46;
3/10/2024;1322;CANCELAMENTO TAXA MARKETPLACE;;Não;Adiantamento (saída cx.);LU-137127075013;4,27;;
